cuda_device : 4
eos_m_token : EOS_M
beam_len_bonus : 0.5
mode : train
m : TSD
prev_z_method : separate
dataset : usr_act
seed : 0
vocab_size : 800
embedding_size : 50
hidden_size : 50
lr : 0.003
lr_decay : 0.5
layer_num : 1
z_length : 16
max_ts : 50
early_stop_count : 5
cuda : True
degree_size : 1
split : (9, 1, 1)
root_dir : /data/qkun/sequicity_multiwoz_0.4
model_path : /data/qkun/sequicity_multiwoz_0.4/models/multi_woz_simulator911_act.pkl
result_path : /data/qkun/sequicity_multiwoz_0.4/results/multi_woz_simulator911_act.csv
vocab_path : /data/qkun/sequicity_multiwoz_0.4/vocab/vocab-multi_woz_simulator911_act.pkl
data : /data/qkun/simulator/data/multiwoz-master/data/multi-woz/rest_usr_simulator_act.json
entity : /data/qkun/simulator/data/multiwoz-master/data/multi-woz/rest_OTGY.json
db : /data/qkun/simulator/data/multiwoz-master/data/multi-woz/restaurant_db.json
glove_path : /data/qkun/sequicity/data/glove/glove.6B.50d.txt
batch_size : 32
dropout_rate : 0.5
epoch_num : 100
rl_epoch_num : 1
spv_proportion : 100
new_vocab : True
teacher_force : 100
beam_search : False
beam_size : 10
sampling : False
use_positional_embedding : False
unfrz_attn_epoch : 0
skip_unsup : False
truncated : False
pretrain : False
START_CSV_SECTION
dial_id,turn_num,user,generated_bspan,bspan,generated_response,response,u_len,m_len,supervised
1284,0,hello ! what can i help you ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2,<pad>,9,2,True
1285,0,hello ! what can i help you ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2,<pad>,9,2,True
1281,0,hello ! what can i help you ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2,<pad>,9,2,True
1244,0,hello ! what can i help you ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2,<pad>,9,2,True
1228,0,hello ! what can i help you ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2,<pad>,9,2,True
1224,0,hello ! what can i help you ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2,<pad>,9,2,True
1226,0,hello ! what can i help you ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2,<pad>,9,2,True
1272,0,hello ! what can i help you ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2,<pad>,9,2,True
1296,0,hello ! what can i help you ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2,<pad>,9,2,True
1275,0,hello ! what can i help you ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2,<pad>,9,2,True
1295,0,hello ! what can i help you ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2,<pad>,9,2,True
1276,0,hello ! what can i help you ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2,<pad>,9,2,True
1192,0,hello ! what can i help you ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2,<pad>,9,2,True
1301,0,hello ! what can i help you ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2,<pad>,9,2,True
1297,0,hello ! what can i help you ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2 EOS_Z2,<pad>,9,2,True
